Price,Mileage,Make,Model,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather,Make_Num,Type_Num
17314.10313,8221,Buick,Century,Sedan,6,3.1,4,1,1,1,1,1
17542.03608,9135,Buick,Century,Sedan,6,3.1,4,1,1,0,1,1
16218.84786,13196,Buick,Century,Sedan,6,3.1,4,1,1,0,1,1
16336.91314,16342,Buick,Century,Sedan,6,3.1,4,1,0,0,1,1
16339.17032,19832,Buick,Century,Sedan,6,3.1,4,1,0,1,1,1
15709.05282,22236,Buick,Century,Sedan,6,3.1,4,1,1,0,1,1
15230.00339,22576,Buick,Century,Sedan,6,3.1,4,1,1,0,1,1
15048.04218,22964,Buick,Century,Sedan,6,3.1,4,1,1,0,1,1
14862.09387,24021,Buick,Century,Sedan,6,3.1,4,1,0,1,1,1
15295.01827,27325,Buick,Century,Sedan,6,3.1,4,1,1,1,1,1
21335.85248,10237,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
20538.08751,15066,Buick,Lacrosse,Sedan,6,3.6,4,1,1,0,1,1
20512.09409,16633,Buick,Lacrosse,Sedan,6,3.6,4,1,1,0,1,1
19924.15905,19800,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
19774.24907,23359,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
19344.16554,23765,Buick,Lacrosse,Sedan,6,3.6,4,1,1,0,1,1
19105.13012,24008,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
18543.42705,26034,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
17808.199,32896,Buick,Lacrosse,Sedan,6,3.6,4,1,1,0,1,1
17968.83828,34665,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
22358.87768,8970,Buick,Lacrosse,Sedan,6,3.6,4,1,1,0,1,1
23785.92253,10577,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
22926.09037,14363,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
21895.75878,16508,Buick,Lacrosse,Sedan,6,3.6,4,1,0,1,1,1
21273.06171,18908,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
21460.01395,19467,Buick,Lacrosse,Sedan,6,3.6,4,1,0,1,1,1
21183.12359,21394,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
20406.0995,22596,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
21058.13958,24469,Buick,Lacrosse,Sedan,6,3.6,4,1,1,1,1,1
19556.89932,25245,Buick,Lacrosse,Sedan,6,3.6,4,1,0,0,1,1
23447.68656,15755,Buick,Lacrosse,Sedan,6,3.8,4,1,1,0,1,1
23547.23944,16235,Buick,Lacrosse,Sedan,6,3.8,4,1,1,0,1,1
23016.00801,18147,Buick,Lacrosse,Sedan,6,3.8,4,1,1,1,1,1
22230.0275,22102,Buick,Lacrosse,Sedan,6,3.8,4,1,0,1,1,1
22625.07357,23612,Buick,Lacrosse,Sedan,6,3.8,4,1,0,1,1,1
21799.1721,24439,Buick,Lacrosse,Sedan,6,3.8,4,1,0,0,1,1
21341.25721,25212,Buick,Lacrosse,Sedan,6,3.8,4,1,1,1,1,1
21683.03146,26779,Buick,Lacrosse,Sedan,6,3.8,4,1,1,0,1,1
20986.01602,27096,Buick,Lacrosse,Sedan,6,3.8,4,1,0,0,1,1
20902.10379,29649,Buick,Lacrosse,Sedan,6,3.8,4,1,1,1,1,1
20698.07708,2992,Buick,Lesabre,Sedan,6,3.8,4,1,0,1,1,1
20099.25684,10036,Buick,Lesabre,Sedan,6,3.8,4,1,1,1,1,1
18145.12649,18339,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
17944.85692,19592,Buick,Lesabre,Sedan,6,3.8,4,1,0,0,1,1
19027.86231,21797,Buick,Lesabre,Sedan,6,3.8,4,1,0,1,1,1
18348.89857,23852,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
17750.88457,25040,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
17772.96968,25052,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
17394.0214,25464,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
17645.74504,27830,Buick,Lesabre,Sedan,6,3.8,4,1,1,1,1,1
21908.36662,17353,Buick,Lesabre,Sedan,6,3.8,4,1,0,0,1,1
21956.34266,17787,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
21646.11692,19562,Buick,Lesabre,Sedan,6,3.8,4,1,1,1,1,1
21575.45683,20137,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
20952.2178,20158,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
21562.04758,23767,Buick,Lesabre,Sedan,6,3.8,4,1,0,1,1,1
19981.12791,24323,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
19425.84862,27839,Buick,Lesabre,Sedan,6,3.8,4,1,1,0,1,1
19191.98962,29187,Buick,Lesabre,Sedan,6,3.8,4,1,1,1,1,1
19641.7419,31324,Buick,Lesabre,Sedan,6,3.8,4,1,1,1,1,1
25589.98315,2308,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
25098.62906,10014,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
23420.70695,18910,Buick,Park Avenue,Sedan,6,3.8,4,1,0,1,1,1
22661.04849,20105,Buick,Park Avenue,Sedan,6,3.8,4,1,0,0,1,1
23493.0823,20453,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
22435.20282,22287,Buick,Park Avenue,Sedan,6,3.8,4,1,1,1,1,1
21878.12,23237,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
23077.56591,23798,Buick,Park Avenue,Sedan,6,3.8,4,1,0,1,1,1
21698.01475,25489,Buick,Park Avenue,Sedan,6,3.8,4,1,1,1,1,1
21831.82292,25564,Buick,Park Avenue,Sedan,6,3.8,4,1,1,1,1,1
26831.19404,4695,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
26060.33535,9795,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
26781.81465,12052,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
26302.07428,13050,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
26190.27147,17335,Buick,Park Avenue,Sedan,6,3.8,4,1,0,1,1,1
25508.21096,17480,Buick,Park Avenue,Sedan,6,3.8,4,1,1,0,1,1
23348.01695,24027,Buick,Park Avenue,Sedan,6,3.8,4,1,0,1,1,1
23406.68982,25387,Buick,Park Avenue,Sedan,6,3.8,4,1,0,1,1,1
23159.54378,25869,Buick,Park Avenue,Sedan,6,3.8,4,1,0,0,1,1
21536.74173,37128,Buick,Park Avenue,Sedan,6,3.8,4,1,1,1,1,1
51154.04722,2202,Cadillac,CST-V,Sedan,8,5.7,4,1,1,1,2,1
49248.15897,6685,Cadillac,CST-V,Sedan,8,5.7,4,1,0,1,2,1
46747.67327,15343,Cadillac,CST-V,Sedan,8,5.7,4,1,1,1,2,1
44130.61706,21341,Cadillac,CST-V,Sedan,8,5.7,4,1,0,1,2,1
44084.91421,21367,Cadillac,CST-V,Sedan,8,5.7,4,1,1,1,2,1
43892.46788,23371,Cadillac,CST-V,Sedan,8,5.7,4,1,0,1,2,1
44300.63996,23751,Cadillac,CST-V,Sedan,8,5.7,4,1,0,1,2,1
42677.60112,24052,Cadillac,CST-V,Sedan,8,5.7,4,1,0,1,2,1
43374.05242,25199,Cadillac,CST-V,Sedan,8,5.7,4,1,1,1,2,1
40619.07227,30082,Cadillac,CST-V,Sedan,8,5.7,4,1,1,1,2,1
33417.96501,6598,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
30957.08075,10625,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
31431.13037,11013,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
30781.51563,14937,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
30646.4377,17094,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
30792.14903,17870,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
30392.75016,18449,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
28817.08185,21039,Cadillac,CTS,Sedan,6,2.8,4,1,0,1,2,1
29275.20871,21056,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
28040.12853,27484,Cadillac,CTS,Sedan,6,2.8,4,1,1,1,2,1
39801.55135,14095,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
40335.73731,14743,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
39307.00916,16041,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
38600.23956,17138,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
38445.89717,18661,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
36077.79612,21966,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
35866.58271,24415,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
35338.65369,25163,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
36154.30355,25339,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
34685.66298,25421,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
42820.32902,5499,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
41378.04809,8125,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
40856.3909,12791,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
41419.03726,14452,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
37510.25357,21593,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
37215.16938,22211,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
36332.89469,25153,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
36245.15823,26250,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
32954.14134,36074,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
32537.18675,41829,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
35715.76856,6447,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
35651.68002,10555,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
35129.34077,11975,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
35165.75937,13449,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
32501.24519,17508,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
33220.02845,18661,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
32509.47829,20910,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
31132.21349,23124,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
31181.71516,26222,Cadillac,Deville,Sedan,8,4.6,4,1,0,1,2,1
31059.18103,27544,Cadillac,Deville,Sedan,8,4.6,4,1,1,1,2,1
42741.52367,2846,Cadillac,STS-V6,Sedan,6,3.6,4,1,0,1,2,1
40966.60741,7476,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
38795.37909,13973,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
38297.46254,16754,Cadillac,STS-V6,Sedan,6,3.6,4,1,0,1,2,1
37192.89637,19100,Cadillac,STS-V6,Sedan,6,3.6,4,1,0,1,2,1
36210.123,21778,Cadillac,STS-V6,Sedan,6,3.6,4,1,0,1,2,1
36633.63382,22042,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
35895.49941,23056,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
34974.37804,25796,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
32038.33956,35326,Cadillac,STS-V6,Sedan,6,3.6,4,1,1,1,2,1
48310.32954,788,Cadillac,STS-V8,Sedan,8,4.6,4,1,0,1,2,1
48365.9809,2616,Cadillac,STS-V8,Sedan,8,4.6,4,1,1,1,2,1
45061.95194,13829,Cadillac,STS-V8,Sedan,8,4.6,4,1,1,1,2,1
44205.87588,15104,Cadillac,STS-V8,Sedan,8,4.6,4,1,0,1,2,1
42377.95544,18581,Cadillac,STS-V8,Sedan,8,4.6,4,1,0,1,2,1
41671.58314,20575,Cadillac,STS-V8,Sedan,8,4.6,4,1,0,1,2,1
41516.42986,23861,Cadillac,STS-V8,Sedan,8,4.6,4,1,1,1,2,1
41053.48217,25717,Cadillac,STS-V8,Sedan,8,4.6,4,1,1,1,2,1
38208.50102,31303,Cadillac,STS-V8,Sedan,8,4.6,4,1,1,1,2,1
39072.39205,31587,Cadillac,STS-V8,Sedan,8,4.6,4,1,0,1,2,1
70755.46672,583,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
68566.18719,6420,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
69133.73172,7892,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
66374.30704,12021,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
65281.48124,15600,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
63913.11725,18200,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
60567.54909,23193,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
57154.44344,29260,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
55639.08765,31805,Cadillac,XLR-V8,Convertible,8,4.6,2,1,0,1,2,2
52001.99438,42691,Cadillac,XLR-V8,Convertible,8,4.6,2,1,1,1,2,2
12146.18803,10011,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,1,3,3
12163.82042,12101,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,1,3,3
11472.02276,19699,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,1,3,3
11017.16871,20100,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,0,3,3
11096.85727,20334,Chevrolet,AVEO,Hatchback,4,1.6,4,1,0,0,3,3
10386.04022,22225,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,0,3,3
11137.04565,22484,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11045.10884,24568,Chevrolet,AVEO,Hatchback,4,1.6,4,1,0,1,3,3
10777.05254,27906,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,0,3,3
9928.188175,29680,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,1,3,3
12649.11089,3629,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
12314.59122,4142,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
11318.00809,11156,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,1,3,1
12409.94909,11981,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,1,3,1
11555.2674,13404,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,0,3,1
11700.11149,15253,Chevrolet,AVEO,Sedan,4,1.6,4,1,0,0,3,1
11215.01865,19945,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
10144.95208,23963,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,0,3,1
10491.0752,30948,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
9954.054174,37345,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,1,3,1
11031.12993,20156,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11343.05401,20186,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,1,3,3
11391.21372,21421,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11247.86253,21427,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,1,3,3
10921.94537,23119,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11179.95357,23121,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11394.8864,25107,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11070.06064,25476,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
11013.87137,25746,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,1,3,3
11115.01364,30056,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,1,3,3
11918.45607,7278,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
12408.80615,10213,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,1,3,1
11302.90299,14627,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
11615.02102,19014,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,1,3,1
10805.13009,21013,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,1,3,1
11169.91839,22380,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
10770.10655,25065,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
10872.01393,25869,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
10921.94537,27776,Chevrolet,AVEO,Sedan,4,1.6,4,1,0,0,3,1
9919.048185,34621,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,0,3,1
10813.34352,266,Chevrolet,AVEO,Hatchback,4,1.6,4,1,0,1,3,3
11167.861,4716,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,0,3,3
10897.07651,6699,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
10106.01643,14200,Chevrolet,AVEO,Hatchback,4,1.6,4,1,0,0,3,3
10354.04385,14521,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,0,3,3
10287.97736,16521,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,1,3,3
9720.97889,20836,Chevrolet,AVEO,Hatchback,4,1.6,4,1,1,0,3,3
9506.047937,22169,Chevrolet,AVEO,Hatchback,4,1.6,4,0,0,1,3,3
9789.037676,22986,Chevrolet,AVEO,Hatchback,4,1.6,4,0,1,1,3,3
9220.829677,29992,Chevrolet,AVEO,Hatchback,4,1.6,4,1,0,1,3,3
10971.09561,7091,Chevrolet,AVEO,Sedan,4,1.6,4,1,0,0,3,1
10315.01823,14438,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,1,3,1
9654.060142,19183,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
9563.789309,19273,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,0,3,1
9665.84886,19565,Chevrolet,AVEO,Sedan,4,1.6,4,0,1,1,3,1
9482.219404,24842,Chevrolet,AVEO,Sedan,4,1.6,4,1,0,0,3,1
8638.930895,25216,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
9041.906254,26191,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,1,3,1
8870.947316,32914,Chevrolet,AVEO,Sedan,4,1.6,4,1,1,0,3,1
8768.998585,35299,Chevrolet,AVEO,Sedan,4,1.6,4,0,0,0,3,1
13007.98418,7372,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13041.874,13607,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12045.9207,19136,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12469.52758,19712,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
11539.84565,22405,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
11726.00297,23103,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12207.87293,23512,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
11203.14611,27364,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
10788.97036,31436,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
11149.6183,34447,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
14584.44812,1160,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13681.698,10210,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13446.21342,17741,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12327.64161,19347,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12274.95758,19612,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12630.77503,22571,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12425.38917,22771,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12319.69625,24568,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12549.89233,25816,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
12234.88805,30297,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
14894.98259,2464,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
14198.09246,11322,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
14678.10533,11488,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
13167.70232,14630,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
13471.00508,18910,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
12573.89994,25048,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
12383.40281,25069,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
13230.91867,25862,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
11080.51638,36855,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
11328.95887,39946,Chevrolet,Cavalier,Sedan,4,2.2,4,1,1,1,3,1
15053.93373,4652,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
14397.92808,5189,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
14642.32358,6224,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
13464.80288,14231,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13678.863,17971,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12507.48527,19715,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13141.04795,19898,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
13594.08559,20682,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12733.85792,21386,Chevrolet,Cavalier,Coupe,4,2.2,2,1,1,1,3,4
12230.09977,28408,Chevrolet,Cavalier,Coupe,4,2.2,2,0,1,1,3,4
14222.3054,8427,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
14266.91258,8615,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
14255.74768,16958,Chevrolet,Cavalier,Sedan,4,2.2,4,0,1,1,3,1
